"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20290","TC07 - Verify Termination Reason Lifecycle: Create, Verify, Edit, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:52:56 UTC 2025","passed","Wed Dec 24 22:53:16 UTC 2025","project_orangehrm.Test.PIM_Configuration_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_Configuration_Test","verifyTerminationReason_Lifecycle_Edit"
"","1372","TC15 - Verify validation error for empty Job Category Name","OrangeHRM_E2E_Suite","Wed Dec 24 22:43:09 UTC 2025","passed","Wed Dec 24 22:43:10 UTC 2025","project_orangehrm.Test.AdminJobTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminJobTest","verifyJobCategory_EmptyFields_ShowError"
"","13176","TC08 - Verify Immigration Record Add","OrangeHRM_E2E_Suite","Wed Dec 24 22:55:29 UTC 2025","broken","Wed Dec 24 22:55:42 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyImmigration_Add_Success"
"","3220","TC01 - Verify Add Employee Lifecycle: Create, Search","OrangeHRM_E2E_Suite","Wed Dec 24 22:53:31 UTC 2025","passed","Wed Dec 24 22:53:35 UTC 2025","project_orangehrm.Test.PIM_Employee_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_Employee_Test","verifyEmployee_Lifecycle_Success"
"","11998","TC06 - Verify Edit User: Change Status from Enabled to Disabled","OrangeHRM_E2E_Suite","Wed Dec 24 22:58:22 UTC 2025","passed","Wed Dec 24 22:58:34 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Step2_PIM_Foundation","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_EditUser_Success"
"","4919","TC03 - Verify Contact Details Update","OrangeHRM_E2E_Suite","Wed Dec 24 22:54:49 UTC 2025","passed","Wed Dec 24 22:54:54 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyContactDetails_Update_Success"
"","3878","TC11 - Verify Work Experience Add","OrangeHRM_E2E_Suite","Wed Dec 24 22:56:17 UTC 2025","passed","Wed Dec 24 22:56:21 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyQualifications_WorkExperience_Add_Success"
"","5152","TC02 - Verify Custom Field Lifecycle: Create, Verify","OrangeHRM_E2E_Suite","Wed Dec 24 22:52:00 UTC 2025","passed","Wed Dec 24 22:52:05 UTC 2025","project_orangehrm.Test.PIM_Configuration_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_Configuration_Test","verifyCustomField_Lifecycle_Success"
"","19730","TC02 - Verify Custom Field Lifecycle: Create, Verify, Edit, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:51:38 UTC 2025","passed","Wed Dec 24 22:51:57 UTC 2025","project_orangehrm.Test.PIM_Configuration_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_Configuration_Test","verifyCustomField_Lifecycle_Edit"
"","8020","TC20 - Verify error when creating a duplicate Work Shift","OrangeHRM_E2E_Suite","Wed Dec 24 22:43:56 UTC 2025","passed","Wed Dec 24 22:44:04 UTC 2025","project_orangehrm.Test.AdminJobTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminJobTest","verifyWorkShift_DuplicateEntry_ShowError"
"","17236","TC14 - Verify updating an existing Job Category","OrangeHRM_E2E_Suite","Wed Dec 24 22:42:49 UTC 2025","passed","Wed Dec 24 22:43:06 UTC 2025","project_orangehrm.Test.AdminJobTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminJobTest","verifyJobCategory_Update_Success"
"","641","TC08 - Verify Search by User Role Filter","OrangeHRM_E2E_Suite","Wed Dec 24 22:58:57 UTC 2025","passed","Wed Dec 24 22:58:58 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Step2_PIM_Foundation","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_SearchByRole_Success"
"","1348","TC07 - Verify validation error for empty Education Level","OrangeHRM_E2E_Suite","Wed Dec 24 22:46:53 UTC 2025","passed","Wed Dec 24 22:46:54 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Qualifications_Test","verifyEducation_EmptyFields_ShowError"
"","10246","TC10 - Verify updating an existing Job Title","OrangeHRM_E2E_Suite","Wed Dec 24 22:41:57 UTC 2025","passed","Wed Dec 24 22:42:08 UTC 2025","project_orangehrm.Test.AdminJobTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminJobTest","verifyJobTitle_Update_Success"
"","14566","TC10 - Verify error when creating a duplicate Unit ID","OrangeHRM_E2E_Suite","Wed Dec 24 22:45:11 UTC 2025","broken","Wed Dec 24 22:45:26 UTC 2025","project_orangehrm.Test.AdminOrganizationTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminOrganizationTest","verifyStructure_DuplicateEntry_ShowError"
"","1783","TC03 - Verify Custom Field Validation Errors","OrangeHRM_E2E_Suite","Wed Dec 24 22:52:08 UTC 2025","passed","Wed Dec 24 22:52:10 UTC 2025","project_orangehrm.Test.PIM_Configuration_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_Configuration_Test","verifyCustomField_EmptyFields_ShowError"
"","3811","TC05 - Verify Emergency Contact Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:55:06 UTC 2025","passed","Wed Dec 24 22:55:10 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyEmergencyContact_Delete_Success"
"","27540","TC02 - Verify Skill Lifecycle: Create,Edit and Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:45:37 UTC 2025","passed","Wed Dec 24 22:46:04 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Qualifications_Test","verifySkills_Lifecycle_Edit"
"","1427","TC03 - Verify validation errors for required Location fields","OrangeHRM_E2E_Suite","Wed Dec 24 22:44:30 UTC 2025","passed","Wed Dec 24 22:44:31 UTC 2025","project_orangehrm.Test.AdminOrganizationTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminOrganizationTest","verifyLocation_EmptyFields_ShowError"
"","1416","TC07 - Verify Reset Button functionality","OrangeHRM_E2E_Suite","Wed Dec 24 22:44:54 UTC 2025","passed","Wed Dec 24 22:44:56 UTC 2025","project_orangehrm.Test.AdminOrganizationTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminOrganizationTest","verifyLocation_ResetFilter_Success"
"","11891","TC02 - Verify Nationality Lifecycle: Create, Edit, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:51:06 UTC 2025","failed","Wed Dec 24 22:51:18 UTC 2025","project_orangehrm.Test.Admin_Nationalities_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Nationalities_Test","verifyNationality_Lifecycle_Edit"
"","6058","TC06 - Verify error when creating a duplicate Pay Grade","OrangeHRM_E2E_Suite","Wed Dec 24 22:41:26 UTC 2025","passed","Wed Dec 24 22:41:32 UTC 2025","project_orangehrm.Test.AdminJobTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminJobTest","verifyPayGrade_DuplicateEntry_ShowError"
"","12628","TC02 - Verify Personal Details Edit","OrangeHRM_E2E_Suite","Wed Dec 24 22:54:33 UTC 2025","broken","Wed Dec 24 22:54:46 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyPersonalDetails_Edit_Success"
"","1384","TC19 - Verify validation error for empty Work Shift Name","OrangeHRM_E2E_Suite","Wed Dec 24 22:43:52 UTC 2025","passed","Wed Dec 24 22:43:53 UTC 2025","project_orangehrm.Test.AdminJobTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminJobTest","verifyWorkShift_EmptyFields_ShowError"
"","6866","TC01 - Positive: Verify Admin User Lifecycle: Create, Search, and Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:57:45 UTC 2025","passed","Wed Dec 24 22:57:51 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Step2_PIM_Foundation","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_Lifecycle_Success"
"","7744","TC08 - Verify error when creating a duplicate Education Level","OrangeHRM_E2E_Suite","Wed Dec 24 22:46:57 UTC 2025","passed","Wed Dec 24 22:47:05 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Qualifications_Test","verifyEducation_DuplicateEntry_ShowError"
"","10143","TC10 - Verify License Lifecycle: Create, Edit, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:47:15 UTC 2025","passed","Wed Dec 24 22:47:25 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Qualifications_Test","verifyLicenses_Lifecycle_Edit"
"","1959","TC03 - Verify Email Subscription Validation","OrangeHRM_E2E_Suite","Wed Dec 24 22:49:50 UTC 2025","passed","Wed Dec 24 22:49:52 UTC 2025","project_orangehrm.Test.Admin_Configuration_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Configuration_Test","verifyEmailSubscription_EmptyFields_ShowError"
"","13968","TC01 - Verify Vacancy Lifecycle: Create, Verify, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:59:12 UTC 2025","passed","Wed Dec 24 22:59:26 UTC 2025","project_orangehrm.Test.Recruitment_Vacancies_Test","Step3_Recruitment","project_orangehrm.Test.Recruitment_Vacancies_Test","verifyVacancy_Lifecycle_Success"
"","10471","TC03 - Negative: Verify search with non-existing username","OrangeHRM_E2E_Suite","Wed Dec 24 22:57:58 UTC 2025","passed","Wed Dec 24 22:58:08 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Step2_PIM_Foundation","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_SearchNotFound_NoRecords"
"","17523","TC07 - Verify Delete User Functionality","OrangeHRM_E2E_Suite","Wed Dec 24 22:58:37 UTC 2025","passed","Wed Dec 24 22:58:54 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Step2_PIM_Foundation","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_DeleteUser_Success"
"","10577","TC01 - E2E Hiring Flow: Add -> Shortlist -> Interview -> Offer -> Hire","OrangeHRM_E2E_Suite","Wed Dec 24 22:59:52 UTC 2025","broken","Wed Dec 24 23:00:02 UTC 2025","project_orangehrm.Test.Recruitment_Candidate_E2E_Test","Step3_Recruitment","project_orangehrm.Test.Recruitment_Candidate_E2E_Test","verifyCandidate_FullHiring_Flow"
"","10783","TC05 - Verify Search by Employment Status","OrangeHRM_E2E_Suite","Wed Dec 24 22:54:05 UTC 2025","broken","Wed Dec 24 22:54:15 UTC 2025","project_orangehrm.Test.PIM_Employee_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_Employee_Test","verifyEmployeeList_SearchFilter_Success"
"","20552","TC06 - Verify Education Level Lifecycle: Create, Edit, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:46:29 UTC 2025","passed","Wed Dec 24 22:46:50 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Qualifications_Test","verifyEducation_Lifecycle_Edit"
"","3465","TC09 - Verify OAuth Client Lifecycle: Create, Verify, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:50:36 UTC 2025","passed","Wed Dec 24 22:50:39 UTC 2025","project_orangehrm.Test.Admin_Configuration_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Configuration_Test","verifyOAuthClient_Lifecycle_Success"
"","1563","TC01 - Verify Optional Fields Configuration Save","OrangeHRM_E2E_Suite","Wed Dec 24 22:51:33 UTC 2025","passed","Wed Dec 24 22:51:35 UTC 2025","project_orangehrm.Test.PIM_Configuration_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_Configuration_Test","verifyOptionalFields_Save_Success"
"","16170","TC15 - Verify License Add","OrangeHRM_E2E_Suite","Wed Dec 24 22:57:17 UTC 2025","passed","Wed Dec 24 22:57:34 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Step2_PIM_Foundation","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyQualifications_License_Add_Success"
"","6169","TC06 - Verify Social Media Authentication Lifecycle : Create, Verify, Delete","OrangeHRM_E2E_Suite","Wed Dec 24 22:50:18 UTC 2025","passed","Wed Dec 24 22:50:24 UTC 2025","project_orangehrm.Test.Admin_Configuration_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Configuration_Test","verifySocialMediaAuthentication_Lifecycle_Success"
"","1367","TC15 - Verify validation error for empty Language Name","OrangeHRM_E2E_Suite","Wed Dec 24 22:48:14 UTC 2025","passed","Wed Dec 24 22:48:15 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Qualifications_Test","verifyLanguages_EmptyFields_ShowError"
"","17033","TC18 - Verify updating an existing Work Shift","OrangeHRM_E2E_Suite","Wed Dec 24 22:43:32 UTC 2025","passed","Wed Dec 24 22:43:49 UTC 2025","project_orangehrm.Test.AdminJobTest","Step1_Admin_Foundation","project_orangehrm.Test.AdminJobTest","verifyWorkShift_Update_Success"
"","7518","TC16 - Verify error when creating a duplicate Language","OrangeHRM_E2E_Suite","Wed Dec 24 22:48:18 UTC 2025","passed","Wed Dec 24 22:48:25 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Step1_Admin_Foundation","project_orangehrm.Test.Admin_Qualifications_Test","verifyLanguages_DuplicateEntry_ShowError"
